id,name,level,total,profile_url,sources
320161,crazydave,35,1000,https://www.torn.com/profiles.php?XID=320161,Baldr's List 1 | Legacy List 5
522960,maverick1972,31,416,https://www.torn.com/profiles.php?XID=522960,Baldr's List 1 | Legacy List 4
488552,Mataifa,31,640,https://www.torn.com/profiles.php?XID=488552,Baldr's List 1 | Legacy List 3
810355,fanpi017,30,676,https://www.torn.com/profiles.php?XID=810355,Baldr's List 1 | Legacy List 2
1046495,OwlByNite,29,459,https://www.torn.com/profiles.php?XID=1046495,Baldr's List 1 | Legacy List 1
524912,Luciii,28,579,https://www.torn.com/profiles.php?XID=524912,Baldr's List 1 | Legacy List 11
1682111,-----Nick----,28,650,https://www.torn.com/profiles.php?XID=1682111,Baldr's List 1 | Legacy List 8
387822,russellkill,28,763,https://www.torn.com/profiles.php?XID=387822,Baldr's List 1 | Legacy List 12
200728,Sgt-Bite_This,28,1241,https://www.torn.com/profiles.php?XID=200728,Baldr's Extra List 1
943004,DonEdweezy,28,2213,https://www.torn.com/profiles.php?XID=943004,Baldr's Extra List 1
248808,jakbar,28,2222,https://www.torn.com/profiles.php?XID=248808,Baldr's Extra List 1
76480,Eiardrith,28,2293,https://www.torn.com/profiles.php?XID=76480,Baldr's Extra List 1
566484,themastercheif,27,126,https://www.torn.com/profiles.php?XID=566484,Baldr's List 1 | Legacy List 7
298167,matt007,27,194,https://www.torn.com/profiles.php?XID=298167,Baldr's List 1 | Legacy List 4
879148,babymolly,27,227,https://www.torn.com/profiles.php?XID=879148,Baldr's List 1 | Legacy List 10
234429,Dragon_Reborn,27,481,https://www.torn.com/profiles.php?XID=234429,Baldr's List 1 | Legacy List 1
428732,Sachmo,27,580,https://www.torn.com/profiles.php?XID=428732,Baldr's List 1 | Legacy List 5
18798,tapper85,27,582,https://www.torn.com/profiles.php?XID=18798,Baldr's List 1 | Legacy List 6
320301,Sporty_Jordo,27,1029,https://www.torn.com/profiles.php?XID=320301,Baldr's Extra List 1
583658,rapture,27,1350,https://www.torn.com/profiles.php?XID=583658,Baldr's Extra List 1
813216,vexxor,27,1544,https://www.torn.com/profiles.php?XID=813216,Baldr's Extra List 1
41317,HateCrime,27,1641,https://www.torn.com/profiles.php?XID=41317,Baldr's Extra List 1
50835,ghost99,27,1705,https://www.torn.com/profiles.php?XID=50835,Baldr's Extra List 1
14641,Magus517707,27,1829,https://www.torn.com/profiles.php?XID=14641,Baldr's Extra List 1
222151,Climactic,27,1966,https://www.torn.com/profiles.php?XID=222151,Baldr's Extra List 1
476620,james2503,26,129,https://www.torn.com/profiles.php?XID=476620,Baldr's List 1 | Legacy List 10
807823,wilash,26,134,https://www.torn.com/profiles.php?XID=807823,Baldr's List 1 | Legacy List 4
472351,iBennett,26,138,https://www.torn.com/profiles.php?XID=472351,Baldr's List 1 | Legacy List 8
1379450,nathwin,26,283,https://www.torn.com/profiles.php?XID=1379450,Baldr's List 1 | Legacy List 12
796316,raysil,26,314,https://www.torn.com/profiles.php?XID=796316,Baldr's List 1 | Legacy List 13
316768,ilekilluall8,26,335,https://www.torn.com/profiles.php?XID=316768,Baldr's List 1 | Legacy List 9
153910,soldierx,26,356,https://www.torn.com/profiles.php?XID=153910,Baldr's List 1 | Legacy List 1
76096,DevilsBlood,26,371,https://www.torn.com/profiles.php?XID=76096,Baldr's List 1 | Legacy List 5
659852,mikeycallin1,26,437,https://www.torn.com/profiles.php?XID=659852,Baldr's List 1 | Legacy List 11
738073,warriorscode,26,459,https://www.torn.com/profiles.php?XID=738073,Baldr's List 1 | Legacy List 2
